MUKESH KUMAR BHAKAR,Indian National Congress,65041
MANOHAR SINGH,Bharatiya Janata Party,52094
JAGANNATH BURDAK,Rashtriya Loktantrik Party,20063
OMPRAKASH BAGRA,Independent,7568
TSLEEM AAREF,Independent,6777
NARENDRA SINGH,Bahujan Samaj Party,3876
SAGAR MAL NAHATA,Independent,2696
SUDHIR PAREEK,Independent,1237
MAHESH PRAKASH SANKHALA,Independent,1016
PUSHPA KANWAR,Aam Aadmi Party,847
BALMIK,Bharatiya Yuva Shakti,845
JIWAN MAL GURJAR,Independent,705
UMED KHAN,Independent,658
KALURAM,Independent,374
MAHAVEER PRASAD PAREEK,Abhinav Rajasthan Party,326
None of the Above,None of the Above,1356
