AROORI RAMESH,Telangana Rashtra Samithi,131252
DEVAIAH PAGIDIPATI,Telangana Jana Samithi,32012
CHILUMULLA LENIN,Communist Party of India  (Marxist-Leninist)  (Liberation),6367
KOTHA SARANGA RAO,Bharatiya Janata Party,6114
KANDHARI JANARDHAN,Independent,1702
SUDHAMALLA VENKAT SWAMY,Telangana Communist Party of India,1117
GANDHAM SHIVA,Bahujan Samaj Party,899
VISAMPALLY NAGESH,Independent,738
DARSHANAPU RAMESH,Aam Aadmi Party,660
NADDUNOORI SAMPATH,Samajwadi Party,567
JANNU NARSAIAH,Independent,481
JATTY SWAMY,Independent,434
NARSIMHA SWAMY VASHAPAKA,Bahujana Left Party,413
ELLANDULA SHOBAN BABU,Independent,365
AREPALLY KAMALAKAR,Independent,284
None of the Above,None of the Above,5864
