GADDIGARI VITTAL REDDY,Telangana Rashtra Samithi,83933
PADAKANTI RAMADEVI,Bharatiya Janata Party,40602
RAMA RAO PATEL PAWAR,Indian National Congress,36580
BHOSLE NARAYAN RAO PATIL,Nationalist Congress Party,6011
ARMOOR NARSIMHA REDDY,Independent,5626
RATHOD SUREKHA,Bahujan Samaj Party,3659
CHELIMALWAR MAHESH,Independent,1543
VADNAM GOVINDARAJU,Independent,1108
KAMBLE VITTAL,Independent,918
SHARATH SURYA VAMSHI,Independent,701
ODNALA GANGADHAR,Prem Janata Dal,682
PANDITRAO TAKBIDE,Shiv Sena,333
None of the Above,None of the Above,2267
