TURUPU JAYAPRAKASH REDDY,Indian National Congress,76572
CHINTA PRABHAKAR,Telangana Rashtra Samithi,73983
DESHPANDE RAJESHWAR RAO,Bharatiya Janata Party,7628
POLICE. RAMCHANDER,Independent,4140
BEERAM MALLESHAM,Communist Party of India  (Marxist),1340
BANGARU. KRISHNA,Independent,738
SHAIK ZAHOOR,Independent,539
THALARI UDAYA BHASKAR,Independent,256
MALLAIAH GULLANIGARI,Bahujan Samaj Party,230
CHANDRA MOHAN,Telangana Communist Party of India,118
SYED GHOUSUDDIN,Aam Aadmi Party,105
NARAYANA DANDU,Bahujan Mukti Party,100
MD.TOUFIQ AHAMED,Anna YSR Congress Party,94
DODLA. VENKAT,New India Party,69
None of the Above,None of the Above,1402
