KRISHNA POONIA,Indian National Congress,70020
MANOJ NYANGALI,Bahujan Samaj Party,51936
RAM SINGH KASWAN,Bharatiya Janata Party,50492
BHAGAT SINGH,Communist Party of India  (Marxist),1095
RAJPAL,Aam Aadmi Party,588
NARENDRA SINGH TANWAR,Independent,561
KRISHANA,Independent,504
MANOJ KUMAR S/O KESHAR DEV,Independent,482
VIMAL,Abhinav Rajasthan Party,267
MANOJ KUMAR S/O SHER SINGH,Independent,217
RAJENDRA SINGH,Bharat Vahini Party,129
AJEET SINGH,Independent,96
None of the Above,None of the Above,1111
