VINOD KUMAR,Indian National Congress,111207
RAMPRATAP,Bharatiya Janata Party,95685
RAGHUVER SINGH,Communist Party of India  (Marxist),4347
JETHA RAM,Bahujan Samaj Party,2529
RAMKUMAR,Communist Party of India,1708
SURENDRAPAL,Aam Aadmi Party,1421
KULDEEP SINGH,Bahujan Mukti Party,962
VINOD KUMAR,Independent,806
VINOD KUMAR,Independent,736
RAMPRATAP,Independent,698
VINOD KUMAR,Rashtriya Loktantrik Party,515
CHIRANJI LAL,Independent,473
VINOD KUMAR MEGHWAL,Bharatiya Republican Paksha,322
SALMA BANO,Dalit Kranti Dal,195
None of the Above,None of the Above,2215
