DR. RAJKUMAR SHARMA,Indian National Congress,79570
RAVI SAINI,Bharatiya Janata Party,43070
VIKRAM SINGH JAKHAL,Independent,39259
PRATIBHA SINGH,Rashtriya Loktantrik Party,9610
RAM AVTAR NARNOLIA,Bahujan Samaj Party,5382
SANJAY BASOTIA,Independent,1761
HEM KANWAR,Independent,1190
SANJAY KUMAR POONIA,Bahujan Mukti Party,1144
VIJENDRA SINGH,Aam Aadmi Party,1118
MOHAMMAD ASLAM NAGORI,Independent,936
VIJENDRA KUMAR SONKARIA,Ambedkarite Party of India,502
ARUN KUMAR,Independent,499
RASHID KHAN,Bharatiya Yuva Shakti,410
ASHOK KUMAR,Independent,246
MUKESH KUMAR,Independent,205
None of the Above,None of the Above,1475
