HAKAM ALI KHAN,Indian National Congress,80354
SUNITA KUMARI,Bharatiya Janata Party,79494
ABID HUSSAIN,Communist Party of India  (Marxist),3931
ZARINA BANU,Bahujan Samaj Party,1965
YAKUB,Independent,1052
GULAB ALBELA KUMHAR,Independent,726
CHOTHMAL,Bahujan Sangharshh Dal,721
TAYAB KHAN,Aam Aadmi Party,475
SAMPAT KUMAR CHAUMAL,Independent,413
MUKESH KUMAR,Dalit Soshit Pichhara Varg  Adhikar Dal,233
NARESH KUMAR,Bharatiya Yuva Shakti,98
None of the Above,None of the Above,1165
