LAKHAN SINGH,Bahujan Samaj Party,61163
DARSHAN SINGH,Indian National Congress,51601
OM PRAKASH SAINI URF O.P.SAINI,Bharatiya Janata Party,47022
VEDPRAKASH URF BANTU NETA,Independent,4986
KULDEEP PAL,Rashtriya Loktantrik Party,2331
MADANLAL,Independent,977
NARESH PAL,Independent,396
GAJRAJ SINGH,Peoples Party of India (Democratic),376
KAMLESH,Independent,242
AMARSINGH JATAV,Independent,198
AKHLESH KUMAR,Independent,193
SAHAB SINGH,Shiv Sena,140
CHANDRAKALA,Abhinav Rajasthan Party,123
VIKRAM,Bharatiya Yuva Shakti,96
JASWANT SINGH,Jago Party,82
None of the Above,None of the Above,1144
