MADHAVARAM KRISHNA RAO,Telangana Rashtra Samithi,111612
NANDAMURI VENKATA SUHASINI,Telugu Desam,70563
HARISH CHANDRA REDDY PANNALA,Bahujan Samaj Party,12761
MADHAVARAM KANTHA RAO,Bharatiya Janata Party,11943
BHOJ RAJ KOYALKAR,Shramajeevi Party,1933
DASARI DEVANNA GOUD,Pyramid Party of India,863
D N RADHA KRISHNA,Independent,580
QUADRI S H,Aam Aadmi Party,482
MARRI PRABHAKAR MUDIRAJ,Independent,421
MURALI KRISHNA,Anarakshit Samaj Party,358
MENGA PRABHAKAR,Independent,312
RAGHUMUDRI NITHIN KINGSTAN,India Praja Bandhu Party,283
CH. CHANDRA SEKHAR,Independent,254
JABBAR KHAN,Samajwadi Party,182
RUDRAPATNA KRISHNA MOHAN,Shiv Sena,175
BANOTH LINGYA NAIK,Telangana Prajala Party,170
SANKARA NARAYANA PATIKANI,Samaikyandhra Parirakshana Samithi,139
MENDE SUDHAKAR YADAV,Independent,135
VIJAY SINGH RAJPUROHIT,Independent,127
PHANI KUMAR JUVVA,Independent,120
None of the Above,None of the Above,2134
