NIRMAL KUMAWAT,Bharatiya Janata Party,73530
VIDHYADHAR SINGH,Indian National Congress,72398
SPURDHA CHOUDHARY,Rashtriya Loktantrik Party,9946
DEEN DAYAL KUMAWAT ALIAS D.D.,Independent,8716
PRAKASH CHAND,Bahujan Samaj Party,5777
BANWARI LAL JAT,Communist Party of India  (Marxist),3711
SURENDRA KUMAR PRAJAPAT,Bharat Vahini Party,1210
PAWAN KUMAR MODI,Independent,1163
GANGA RAM KUMAWAT,Nationalist People's Front,762
BHAGWAN SAHAY VERMA,Ambedkarite Party of India,740
SURENDRA SINGH,Naya Bharat Party,642
KANARAM KUMAWAT,Independent,583
RAMCHANDRA JAT,Bharatiya Yuva Shakti,349
SITARAM SAINI,Republican Party of India (A),257
SANWAR MAL,Independent,236
DILIP AGARWAL,Aam Aadmi Party,234
GIRDHARI LAL,Abhinav Rajasthan Party,210
LAXMAN SINGH JADETA,Jago Party,143
None of the Above,None of the Above,652
