RAJENDRA RATHORE,Bharatiya Janata Party,87233
RAFIQUE MANDELIA,Indian National Congress,85383
SALIM GUJAR,Independent,1347
YUNAS KHAN,Independent,1209
USHA RATHORE,Bharat Vahini Party,1078
ASGAR KHAN,Bahujan Samaj Party,1053
DEVENDRA JOSHI,Abhinav Rajasthan Party,573
MAHENDRA NARAYAN PANDEY,Independent,371
RAMCHANDRA RAJOTIA,Aam Aadmi Party,241
KAMAL KUMAR SONI,Independent,160
BANWARI LAL,Bahujan Sangharshh Dal,113
ARVIND,Independent,110
None of the Above,None of the Above,1816
