GOVIND SINGH DOTASARA,Indian National Congress,98227
DINESH JOSHI,Bharatiya Janata Party,76175
BRIJENDRA SINGH,Communist Party of India  (Marxist),8617
LIYAKAT,Independent,1225
GANESH JOSHI,Bahujan Samaj Party,1071
RAINA KUMARI,Independent,1066
MAHAVEER PRASAD,Dalit Soshit Pichhara Varg  Adhikar Dal,443
BHAWANI SINGH,Independent,425
CHHOTELAL,Bahujan Mukti Party,269
OM PRAKASH,Aam Aadmi Party,265
SUBHKARAN BIWAL,Dalit Kranti Dal,247
DINESH KUMAR,Independent,224
NEMI CHAND,Independent,150
NEMICHAND,Maharana Kranti Party,106
None of the Above,None of the Above,1206
