DURGAM CHINNAIAH,Telangana Rashtra Samithi,55026
GADDAM VINOD,Bahujan Samaj Party,43750
KONDAGURLA VEDA PRAKASH,Independent,10684
GUNDA MALLESH,Communist Party of India,3905
KOYYALA EMAJI,Bharatiya Janata Party,3031
KRISHNA SABBANI,Bahujana Left Party,1812
DAGAM VISHWANATH,Independent,1801
DURGE MAHENDAR,Nava Praja Rajyam Party,1202
SAKINALA NARAYANA,Independent,1120
PAGIDI VENKATI,Independent,721
AMBALA MAHENDAR,Independent,706
MITTAPALLI KUMARA SWAMY,New India Party,695
PAGIDI RAJENDER,Aam Aadmi Party,450
None of the Above,None of the Above,2598
