BRIJENDRA SINGH OLA,Indian National Congress,76177
RAJENDRA SINGH BHAMBOO,Bharatiya Janata Party,35612
NISHEET KUMAR ALIAS BABLU CHOUDHARY,Independent,29410
YASHWARDHAN SINGH,Independent,12007
RAJESH,Bahujan Samaj Party,5933
DALIP,Independent,2006
RAJKUMAR MOOND,Aam Aadmi Party,1900
RAJENDRA FAUJI,Rashtriya Loktantrik Party,1598
MAHESH KUMAR,Abhinav Rajasthan Party,621
VIJENDRA SINGH,Independent,570
SANJAY,Independent,529
BHIM SINGH,Independent,412
TEJA RAM,Independent,299
GURU GOKUL CHAND RASHTARWADI,Independent,296
RAMESH KUMAR,Independent,246
None of the Above,None of the Above,1580
