GURMEET SINGH KOONER,Indian National Congress,73896
PRITHIPAL SINGH,Independent,45520
SURENDERPAL SINGH,Bharatiya Janata Party,44099
MAHENDER KUMAR RASSEWAT,Independent,15782
RANJEET,Bahujan Samaj Party,1474
MAMTA,Independent,1370
SUKHRAM,Independent,1260
HARIRAM RAMGARIA,Independent,1233
PRAHLAD RAI,Aam Aadmi Party,900
TITAR SINGH,Independent,653
SHIV LAL,Independent,523
JAIPARKASH,Independent,487
PRITHVI RAJ,Independent,422
CHUKI DEVI,Independent,298
RAISAHAB,Republican Party of India (A),249
SUNIL KUMAR MEGHWAL,Bharatiya Republican Paksha,131
None of the Above,None of the Above,1300
