SUBHASH POONIA S/O LOKRAM POONIA,Bharatiya Janata Party,79913
SHARWAN KUMAR S/O GOKAL RAM,Indian National Congress,76488
KARMVEER YADAV,Bahujan Samaj Party,30948
SHRAWAN KUMAR S/O RAMJILAL,Independent,722
SHRAVAN KUMAR S/O MADU RAM,Independent,609
SUBHASH PUNIA S/O BHURARAM,Independent,559
SANDEEP KUMAR DADHICH,Independent,552
OMPRAKASH,Communist Party of India  (Marxist-Leninist)  (Liberation),533
RAJVEER,Independent,520
ANOOP YADAV,Rashtriya Atulya Yuva Party,509
SURENDER KUMAR,Independent,420
SATYVEER SINGH DHANKAR,Republican Party of India (A),296
BANESHWARI ARYA,Independent,292
MANRUP SINGH,Independent,246
PRAMOD KUMAR,Abhinav Rajasthan Party,188
DURGAPRASAD YADAV,Aam Aadmi Party,169
DHARAMPAL SINGH,Bharat Vahini Party,112
JALDEEP KUMAR,Bhartiya Panchyat Party,107
JASRAM,Dalit Soshit Pichhara Varg  Adhikar Dal,106
None of the Above,None of the Above,392
