VITTHAL SHANKAR AWASTHI,Bharatiya Janata Party,93198
OM PRAKASH NARANIWAL,Independent,43620
ANIL DANGI,Indian National Congress,18941
ABDUL SALAM ANSARI,SOCIAL DEMOCRATIC PARTY OF INDIA,8468
JASPAL SINGH BHATI,Independent,3762
SUNIL AGIWAL,Aam Aadmi Party,1388
SANGRAM SINGH ANCHLIA,Independent,714
PAWAN KUMAR SHARMA,Independent,607
CHITRANJAN PANDEY,Independent,564
SHANKAR LAL SEN,Bahujan Samaj Party,529
SUSHIL KUMAR NUWAL,Independent,488
GOPAL LAL TELI,Independent,439
MANJU MASIHI,Ambedkarite Party of India,422
ASHISH JOSHI,Shiv Sena,228
KISHAN LAL VYAS,Independent,207
IRFAN SHAIKH,Lok Jan Shakti Party,154
MANISH KUMAR,Naya Bharat Party,152
None of the Above,None of the Above,1198
