BETHI SUBHAS REDDY,Telangana Rashtra Samithi,117442
TULLA VEERENDER GOUD,Telugu Desam,69274
N.V.S.S.PRABHAKAR,Bharatiya Janata Party,26798
V R SRINIVAS,Independent,1842
AKULA RAMESH,Telangana Karmika Raithu Rajyam Party,1453
YEDLA PARAMESHWAR,Bahujan Samaj Party,1211
REPAKA SUBASH REDDY,Independent,903
B VIJAY KUMAR,Nationalist Congress Party,784
B SHIVA KUMAR,Pyramid Party of India,583
BADDITI RAJU,Indian Christian Secular Party,475
ERUKALA NAVEEN GOUD,Independent,394
RAGHUNANDAN REDDY VAKITI,All India Forward Bloc,381
BANTU ANIL,The Future India Party,343
VARIKUPPALA KRISHNA,Bahujana Left Party,340
B SIVA RAMA KRISHNA,Independent,301
DR.PRIYANKA MARTHINENI,Aam Aadmi Party,297
C.JAGDISH CHOUDHARY,Shiv Sena,290
REVU CHINNA DHANA RAJU,Independent,216
K MUTHU VAMSHA RAJ,Social Justice Party,188
SEELOJU SHIVA KUMAR,Independent,159
KASULA NARASIMHA GOUD,Independent,149
KAMPALLY VIJAY KUMAR,Independent,132
PENDEM SASHIDHAR,Nava Samaj Party,120
KHATA PRAKASH,All India Samata Party,114
MAHENDER KUMAR KODIMALA,Independent,114
THUNGUNOORI BALARAJU,New India Party,106
GADDA YUGANDHAR,Jai Maha Bharath Party,106
MEKALA JAGDISH RAJ,Independent,102
SRINADHA KRISHNA,Bahujana Raajyam Party (Phule Ambedkar),97
KARRI VENKOJI RAO,Independent,89
PITLA MAHESHWAR,Telangana Communist Party of India,87
NIRANJAN POLE,Prem Janata Dal,83
G N KRANTI KISHORE,Independent,76
MATHAI PERUKU,Independent,73
BHARATHA SUDARSHAN,Independent,65
None of the Above,None of the Above,2712
