RAMESH CHAND MEENA,Indian National Congress,76399
GOLMA,Bharatiya Janata Party,62295
HANSRAJ MEENA,Bahujan Samaj Party,22831
JAGDISH,Ambedkarite Party of India,2063
SHIVRAJ MEENA,Independent,1359
RAMESH CHAND MEENA,Independent,730
LAKHAN LAL MEENA (ADVOCATE),Rajasthan Janta Party,579
JAMPHAL,Independent,527
MOHAN,Peoples Party of India (Democratic),458
MUNESH,Bharatiya Yuva Shakti,370
MAHESH CHAND,Independent,353
TEJRAM MEENA,Independent,276
BAVLU KUMAR MEENA,Independent,263
None of the Above,None of the Above,2260
