CH. MALLA REDDY,Telangana Rashtra Samithi,167324
KICCHANNAGARI LAXMA REDDY,Indian National Congress,79334
NAKKA PRABHAKAR GOUD,Bahujan Samaj Party,25829
PEDDI MOHAN REDDY,Bharatiya Janata Party,23041
BAIRAPAKA JESU DASU CHAKARAVARTI,Nava Praja Rajyam Party,978
DHARMASANAM BHANU MURTHY,Praja Satta Party,875
VODELA SURESH BABU,Indian Labour Party (Ambedkar Phule),601
SANTOSH VELURI,Shiv Sena,563
GUJJA RAMESH,Bahujana Left Party,502
DASS MEKALA,Nationalist Congress Party,458
NEERADI HYMAVATHI,Independent,320
CHIKKADMALLA SRINIVAS,New India Party,307
KANDI PENTA CHARY,Independent,280
JANAPALA PRAKASH VEER,Bahujana Raajyam Party (Phule Ambedkar),277
HAMID UL HAK CHAUDARI,Independent,270
None of the Above,None of the Above,3402
