SHOBHARANI KUSHWAH,Bharatiya Janata Party,67349
DR. SHIV CHARAN SINGH KUSHAWAH,Indian National Congress,47989
KISHAN CHAND SHARMA,Bahujan Samaj Party,21253
CHAND PRAKASH SHARMA URF C.P. SHARMA,Independent,6244
RAMKHILADI,Independent,875
SURESH,Independent,577
AMIT KUMAR SISONDIYA,Bharatiya Yuva Shakti,471
MUKESH CHAND SHARMA,Independent,363
DRONACHARYA,Independent,209
PRAMOD KUMAR,Independent,202
GAFFAR UDDIN,Independent,121
ANUP KUMAR SHARMA,Independent,104
None of the Above,None of the Above,1335
