SYED AHMED PASHA QUADRI,All India Majlis-E-Ittehadul Muslimeen,69595
SAMA SUNDER REDDY,Telangana Rashtra Samithi,22617
MAJEED ULLAH KHAN @ FARHAT KHAN,Majlis Bachao Tahreek,21222
CH. ROOPRAJ,Bharatiya Janata Party,16608
K. RAJENDER RAJU,Indian National Congress,6452
E.SHIVA KUMAR,Independent,1560
SYED INAYATH ULLAH,Bahujan Samaj Party,432
MD. AFSAR KHAN,Independent,405
JAMALPUR MAHESH KUMAR,Shiv Sena,323
A.PANDU RANGA REDDY,Independent,253
K. MAHESHWAR,Independent,242
S. SUJATHA,Nationalist Congress Party,230
MD. ABDUL AZIZ KHAN,Telangana Minorities OBC Rajyam,209
WASEQ RAZA,Independent,173
SYED HAJI PASHA,Marxist Communist Party of India (United),131
MD. OSMAN,Telangana Labour Party,121
HABEEB OSMAN BIN JEELANI,Independent,117
KATTA SUDERSHAN,Independent,99
M.ABDUL JALEEL,Independent,93
NISAR MD KHAN,Independent,84
LAEEQ AHMED KHAN,Independent,74
None of the Above,None of the Above,799
