ATHRAM SAKKU,Indian National Congress,65788
KOVA LAXMI,Telangana Rashtra Samithi,65617
AZMERA ATHMA RAO,Bharatiya Janata Party,6711
KOTNAKA VIJAY KUMAR,Telangana Jana Samithi,6183
AJMERA RAMNAIK,Bahujan Samaj Party,3629
ADE BALAJI,BhartiyaBahujanKranti Dal,3039
MUKADE VISHNU,Ambedkarite Party of India,2972
KURSENGA VASANTH RAO,Nava Praja Rajyam Party,1721
BANOVATH JAGAN,Bahujana Raajyam Party (Phule Ambedkar),1240
BHUKYA INDAL RAO,Independent,1175
None of the Above,None of the Above,2715
