RAMLAL SHARMA,Bharatiya Janata Party,70183
BHAGWAN SAHAI SAINI,Indian National Congress,68895
CHHUTTAN LAL YADAV,Rashtriya Loktantrik Party,39042
RAVIKANT SHARMA,Independent,1401
PAWAN KUMAR,Aam Aadmi Party,1104
RAMGOPAL,Bahujan Samaj Party,1079
SITARAM YADAV,Independent,931
HARIRAM SONKARIA,Ambedkarite Party of India,419
BABU LAL BARALA,Bhartiya Panchyat Party,397
TRIBHUWAN SINGH,Independent,371
MOHAMMAD RAFIK,Independent,256
DR. MAHESH KUMAR GANGWAL,Lok Jan Shakti Party,138
BASANT LAL MEEL,Independent,134
PAWAN KUMAR SHARMA,Independent,102
AADIL KHAN,Independent,91
None of the Above,None of the Above,1859
