ROHITH REDDY,Indian National Congress,70428
PATNAM MAHENDER REDDY,Telangana Rashtra Samithi,67553
PATEL RAVISHANKER,Bharatiya Janata Party,10548
P.MAHENDAR REDDY,Samajwadi Forward Bloc,2608
B.CHANDRA SHEKAR MUDIRAJ,Bahujan Samaj Party,1182
MARRI ADITHYA REDDY,Independent,651
MANYA NAIK,Independent,639
SRI GOPAL CHILUKA,Independent,632
DANAM LAXMAN,Bahujana Raajyam Party (Phule Ambedkar),601
A.SRISHAILAM,Independent,401
VARTHYA RAVI NAIK,Bahujan Mukti Party,211
MAROJU SUNEEL KUMAR,Bahujana Left Party,195
None of the Above,None of the Above,787
