C. P. JOSHI,Indian National Congress,88384
MAHESH PRATAP SINGH,Bharatiya Janata Party,71444
LAXMI LAL MALI,Independent,2531
BABU LAL SALVI,Bahujan Samaj Party,2235
RAGHUNANDAN,Communist Party of India,2015
SURYAPRAKASH,Independent,934
JITENDRA KUMAR KHATIK,Independent,587
ARJUN LAL NAYAK,Bharatiya Yuva Shakti,267
VIKAS SANADHYA,Manvadhikar National Party,192
PRAKASH BHARTI,Aam Aadmi Party,187
MANOJ MENARIYA,Bharatiya Jan Kranti Dal (Democratic),164
MAHIPAL SINGH,Bharat Vahini Party,148
None of the Above,None of the Above,4248
