DUDDILLA SRIDHAR BABU,Indian National Congress,89045
PUTTA MADHUKAR,Telangana Rashtra Samithi,72815
T.NAGARJUN,Samajwadi Forward Bloc,5457
ETUKALA. MAHESH KUMAR,Bahujan Samaj Party,1876
RENDLA SANATH KUMAR,Bharatiya Janata Party,1618
CHALLA LAXMAN,Independent,1168
BOMMA BAPU.,Independent,904
MADE KUMAR SWAMY,Nationalist Congress Party,774
POLAM. RAJENDER,Bahujana Left Party,552
BOODIDHA THIRUPATHI,"Telangana Praja Samithi (Kishore, Rao and Kishan)",354
None of the Above,None of the Above,2083
