AMRIT LAL MEENA,Bharatiya Janata Party,87472
RAGUVIR SINGH,Indian National Congress,65554
RESHMA MEENA,Independent,14329
GOVIND KALASUYA,Communist Party of India,3562
LALURAM BHIL,All India Hindustan Congress Party,2891
SOMA LAL MEENA,Bahujan Samaj Party,2495
LAL CHAND MEENA,Bharatiya Yuva Shakti,628
GANGA DEVI,Janta Sena Rajasthan,606
LAXMAN LAL,Shiv Sena,586
DEVI LAL MEENA,Communist Party of India  (Marxist-Leninist)  (Liberation),535
None of the Above,None of the Above,5561
