BALKA SUMAN,Telangana Rashtra Samithi,71980
VENKATESH NETHA BORLAKUNTA,Indian National Congress,43848
SOGALA SANJEEV,Republican Party of India (Khobragade),6274
ANDUGULA SRINIVAS,Bharatiya Janata Party,2026
DAMUKA SURESH BABU,Independent,1492
BOJJA RAMANA KUMARI,Pyramid Party of India,1335
SUJATHA SUREPALLY,Bahujan Samaj Party,1200
RAKESH REGUNTA,Nava Praja Rajyam Party,1035
BODA JANARDHAN,Bahujana Left Party,983
CHEEPELLI KIRAN,Independent,937
THUNGAPINDI RAMESH,Republican Party of India (A),830
BOJJA DASARATHAM,Independent,589
NEELAM SURENDER,Nationalist Congress Party,516
RAMAGIRI VIKRAM SINGH,New India Party,484
None of the Above,None of the Above,2135
