SUMIT GODARA,Bharatiya Janata Party,72822
VIRENDRA BENIWAL,Indian National Congress,61969
PRABHUDAYAL,Independent,23892
PAWAN KUMAR OJHA,Bahujan Samaj Party,2720
LALCHAND BHADU,Communist Party of India  (Marxist),2600
VIJAYPAL BENIWAL,Rashtriya Loktantrik Party,2321
GHANSHYAM MEGHWAL,Dalit Kranti Dal,1403
BINDU PANWAR,Independent,1028
BHARATARAM,Independent,824
HARBAKSH KOUR,National Unionist Zamindara Party,815
BHANWAR LAL,Aam Aadmi Party,426
None of the Above,None of the Above,2075
