GANGA DEVI,Indian National Congress,96635
KAILASH CHAND VERMA,Bharatiya Janata Party,91292
DINESH RAI BHATI,Rashtriya Loktantrik Party,15796
K.L.PANWAR,Bahujan Samaj Party,1590
MAHESH NARANIA,Independent,1202
JAGDISH PRASAD NAINAWAT,Aam Aadmi Party,971
TEEKAM CHAND,Bharatiya Yuva Shakti,715
DOLAT RAM,Janata Dal  (United),671
GOMA SAGAR RAIGAR,Independent,612
MUKESH KUMAR MAHARDA,Bharat Vahini Party,571
YOGESH,Bharatiya Rashtravadi Samanta Party,455
HIMANSHU VERMA,Abhinav Rajasthan Party,331
RAVI VEDWAL,Peoples Party of India (Democratic),313
MEGH LAL,Republican Party of India (A),302
BHANU KHORWAL,Indian Peoples Green Party,186
None of the Above,None of the Above,4203
