SURESH SINGH RAWAT,Bharatiya Janata Party,84860
NASIM AKHTAR INSAF,Indian National Congress,75471
SHAHABUDDIN(PAPPU QURESHI),Rashtriya Loktantrik Party,4073
RADHESHYAM BAWARI,Independent,2057
ANANDI PRASAD,Shiv Sena,1096
NARAYAN NATH,Bahujan Samaj Party,1084
HANUMAN,Independent,753
BHANWARLAL SONI,Independent,424
MOHAMMAD NAFIS KHATRI,Independent,379
RIYAJ AHMAD,Aam Aadmi Party,253
ADVOCATE RANJEETA RAWAT,Akhil Bhartiya Aamjan Party,206
None of the Above,None of the Above,2288
