JOHARI LAL MEENA,Indian National Congress,82876
VIJAY SAMARTH LAL,Bharatiya Janata Party,52578
BANNA RAM MEENA,Bahujan Samaj Party,28199
SURAJ BHAN DHANKA,Samajwadi Party,2464
LAXMINARAYAN,Independent,1173
MEENAKSHI MEENA,Bharatiya Rashtravadi Samanta Party,544
JASRAM MEENA JHALATALA,Bharatiya Yuva Shakti,492
MAHENDER MEENA,Aam Aadmi Party,390
RAMOTAR MEENA,Independent,386
BEENA DEVI,Nationalist People's Front,173
DHARM SINGH DHANKA,Gondvana Gantantra Party,151
None of the Above,None of the Above,1222
