SANDEEP KUMAR,Bahujan Samaj Party,59468
AIMADUDDIN AHMAD KHAN URF DURRU MIAN,Indian National Congress,55011
SANDEEP DAYMA,Bharatiya Janata Party,41345
FAZAL HUSSAIN,Samajwadi Party,22189
RAMVIR AHIRWAL,Independent,1977
MUKESH KUMAR,Aam Aadmi Party,616
HOSIYAR,Independent,519
AMEEN,Bharatiya Yuva Shakti,315
SURENDRA,Loktantrik Janta Dal,270
SARITA SINGH,Akhand Samta Party,256
JAGMAL SINGH,Independent,248
RAMKRIPAL YADAV,Independent,195
LAXMI,Rashtriya Loktantrik Party,179
SAHID HUSSAIN,Abhinav Rajasthan Party,84
None of the Above,None of the Above,856
