SHANTI KUMAR DHARIWAL,Indian National Congress,94728
PRAHLAD GUNJAL,Bharatiya Janata Party,76783
NAEEM AZAD,Welfare Party Of India,771
RAJ SURYA KUMAR BHATT,Independent,761
RAJENDRA SUMAN,Bahujan Samaj Party,732
MOHAMMAD HUSAIN,Aam Aadmi Party,568
RAJESH RAIPRIA,Independent,298
BABULAL MEGHWAL ADVOCATE,Independent,199
NEERAJ AGARWAL,Independent,126
BHANWAR SINGH,Bharatiya Yuva Shakti,120
"SHAMBHU DAYAL KHANDELWAL ""CHASHME WALE""",Naya Bharat Party,92
None of the Above,None of the Above,2363
