SIDDHI KUMARI,Bharatiya Janata Party,73174
KANHAIYA LAL JHANWAR,Indian National Congress,66113
GOPAL GAHLOT,Independent,4969
RAPHIK SHAH,Bahujan Samaj Party,1617
YUDHISTHAR SINGH BHATI,Independent,1266
ANKUR SHUKLA,Abhinav Rajasthan Party,1122
MANJU LATA GAHLOT,Independent,855
YAKUB ALI,Independent,534
MOOLCHAND NAYAK,Ambedkarite Party of India,385
ADARSH SHARMA,Independent,321
RAJKUMAR KALOD,Independent,300
ADVOCATE HANUMAN SINGH,Aam Aadmi Party,300
ARIF HUSSAIN,Independent,293
PRIYANKA,Independent,280
VIVEK MACHRA,Rashtriya Loktantrik Party,273
PHOOSA RAM BHADOO,Independent,156
PRADEEP SHARMA,Independent,153
RAJENDRA KUMAR PUROHIT,Independent,107
HARISINGH RASISAR,Shiv Sena,106
MADHU BALA,Dalit Kranti Dal,95
SAWROOPCHAND GAHLOT,Independent,52
HAJI MOHAMMAD,Independent,36
None of the Above,None of the Above,895
