SOLIPETA RAMALINGA REDDY,Telangana Rashtra Samithi,89299
MADDULA NAGESHWAR REDDY,Indian National Congress,26799
MADAVANENI RAGHUNANDAN RAO,Bharatiya Janata Party,22595
POSANIPALLI MAHIPAL REDDY,Samajwadi Forward Bloc,12215
PEDDALINGANNAGARI PRASAD,Independent,3822
CHINDAM RAJKUMAR,Telangana Jana Samithi,2554
KISHAN RAO.D.,Bahujan Samaj Party,964
SHYAM SUNDHAR REDDY,Jai Maha Bharath Party,702
GOUTI MALLESH,Jai Swaraj Party,644
BONALA VIJAY KUMAR,Samajwadi Party,622
MADDULA RAJANI REDDY,Independent,490
GODDUBARLA BHASKAR,Communist Party of India  (Marxist),475
SUKURI ASHOK,Republican Party of India (A),469
BHUJANGAM GONDHI,Independent,438
JAKKULA NARSIMLU,Independent,418
RANGANNAGARI KRISHNA REDDY,India Praja Bandhu Party,347
ANJANEYULU GUNDABOINA,Independent,304
MADHAVA REDDYGARI HANUMANTHA REDDY,Shiv Sena,244
None of the Above,None of the Above,880
