NALLAMOTHU BHASKAR RAO,Telangana Rashtra Samithi,83931
R. KRISHNAIAH,Indian National Congress,53279
DHEERAVATH SKYLAB NAIK,Independent,13961
JULAKANTI RANGA REDDY,Communist Party of India  (Marxist),11221
PALLAPU BIKSHPATHI RAO,Independent,4758
KARNATI PRABHAKAR,Bharatiya Janata Party,2502
JILLA RAVI,Independent,1183
CHINTHALA ARAVINDHA REDDY,Pyramid Party of India,849
RAJU JADI,Bahujan Samaj Party,812
KAMPASATI VENKANNA,Independent,745
K. SRIDHAR GUPTHA,Independent,532
KODAVATH NAGA NAIK,Independent,436
DHANAVATH LALU NAIK,Independent,380
SYED FAROOQ,Independent,366
KARANTOTHU MANGTHA,Independent,334
NAGENDAR BHOKRAY,Independent,289
JANAIAH NANDIPATI,Independent,241
KONUGANTTI RAGHAVARANI,Jai Swaraj Party,235
BALAKRISHNA RAO,Shiv Sena,199
NEELAKANTAM,Bahujan Mukti Party,195
SUNKU SRINIVAS,Independent,189
KODIREKKA ILAYARAJA,Independent,186
BOLUSANI KRISHNAIAH,Independent,181
GARIKAPATI RADHAKRISHNA,Navodayam Party,165
ADE YADAGIRI,Independent,158
MD. FAROOQ,Aam Aadmi Party,143
RAJU RAMDENI,Independent,126
SARIKONDA RUSHIKESHWAR RAJU,Independent,107
M.V.R. REDDY,Independent,95
None of the Above,None of the Above,1239
