TOLKANTI PRAKASH GOUD,Telangana Rashtra Samithi,108964
GANESH RENUKUNTLA,Telugu Desam,50591
MIRZA RAHMAT BAIG,All India Majlis-E-Ittehadul Muslimeen,46547
BADDAM BAL REDDY,Bharatiya Janata Party,19627
THOKALA SRINIVAS REDDY,All India Forward Bloc,13084
GANGANI MAHENDER,Bahujan Samaj Party,1562
SRILATHA,Independent,1023
DR. ALUKA SRINIVAS RAO,Nationalist Congress Party,894
PUSTAKALA BABU RAO,Independent,788
MADAPATHI MUKESH,Independent,723
VADDERA MAHESH,Pyramid Party of India,719
GUDIDEVINI RAGHAVENDRA SWAMY GOUD,Bahujana Left Party,715
PETERU DEVENDER,Independent,543
AZEEM MOHD.,Independent,537
SADIQ BIN SALAM,Aam Aadmi Party,420
MOHAMMED NAWAZ,Ambedkar National Congress,330
AEELA NARSING RAO,Shiv Sena,326
BANDI DHANRAJ,India Praja Bandhu Party,311
G NAVANEETHA,Independent,253
SANTHOSH U.,Jai Bharath Jena Sena Party,248
GANESH KUMAR KASHAMONI,Independent,214
PEDIRIPATI SHEKAR GOUD,Jai Maha Bharath Party,182
T VENKAT RAO,Independent,172
BODLAPATI SRINIVASA RAO,Independent,150
MOHAMMED SALAHUDDIN SOHHAIL,Independent,143
RAMA RAO SALGARE,Independent,139
None of the Above,None of the Above,1729
