J.P. CHANDELIA,Indian National Congress,84715
KAILASH CHAND,Bharatiya Janata Party,71176
JAYA KUMARI,Bahujan Samaj Party,1049
SUMER SINGH,Ambedkarite Party of India,566
SATYANARAYAN,Independent,535
GOVINDRAM,Independent,530
RAJENDRA MAVAR,Aam Aadmi Party,303
SHISH RAM,Communist Party of India  (Marxist-Leninist)  (Liberation),284
KAVINDRA,Abhinav Rajasthan Party,248
AJAYPAL,Bahujan Mukti Party,179
ATMARAM BADETIA,Independent,165
RANVEER SINGH,Bharatiya Bahujan Party,115
None of the Above,None of the Above,1704
