RAMESH CHENNAMANENI,Telangana Rashtra Samithi,84050
SRINIVAS AADI,Indian National Congress,55864
PRATAPA RAMAKRISHAN,Bharatiya Janata Party,6592
BHOOMESH PITTALA,Bahujan Samaj Party,2119
MANDA THIRUPATHI GOUD,Independent,1399
NARESH JUMBARTHI,Independent,681
NALLA MAHIPAL REDDY,Independent,637
BURRA RAVITHEJA,Independent,586
GUDISE PRABHAKAR,Bahujana Raajyam Party (Phule Ambedkar),267
SRIRAMULA VENKATESHWARLU,Bahujana Left Party,258
JINKA SRINIVAS,Independent,254
BOLISHETTI MOSHEH,India Praja Bandhu Party,244
CHEEKOTI VARUN KUMAR GUPTA,Telugu Congress Party,244
PALLERLA SHEKAR,Shiv Sena,231
ROUTHU THIRUPATHI,Jai Swaraj Party,199
None of the Above,None of the Above,1729
