SATISH KUMAR VODITELA,Telangana Rashtra Samithi,117083
CHADHA VENKAT REDDY,Communist Party of India,46553
DEVASANI THIRUPATHIREDDY,Telangana Inti Party,4556
CHADA SRINIVASA REDDY,Bharatiya Janata Party,4309
NAGOJU KOTESHWARA CHARI,Bahujan Samaj Party,2392
AILENI MALLIKAARJUNA REDDY,Shiv Sena,1907
KAPARTHI RAGHU,Pyramid Party of India,1803
CHINTAKINDI SINGARAIAH,Independent,800
ERROLLA RAMESH,Republican Party of India (A),702
PONNALA  RAJENDER,Independent,630
BOINI  SRINIVAS,All India Samata Party,585
PONNAM SREENIVAS,Independent,573
GANNEBOINA RAJESHAM,Independent,566
KOMMULA RAVINDER,New India Party,433
DUMBALA PARSHARAMULU,Jai Swaraj Party,393
None of the Above,None of the Above,3534
