AREKAPUDI GANDHI,Telangana Rashtra Samithi,143307
V.ANANDA PRASAD,Telugu Desam,99012
GAJJALA YOGANAND,Bharatiya Janata Party,22106
BEERA SRINIVASA RAO,Independent,3195
TANDRA KUMAR,Bahujana Left Party,1563
NAKKALA PRAVEEN  MUDIRAJ,Bahujan Samaj Party,863
JULEE BENNALA,Independent,635
K. BASANTH RAJ,Independent,569
GADE SARITHA,Independent,568
M I. QURESHI,Aam Aadmi Party,498
M. PRADEEP ANIRUDH,Pyramid Party of India,496
UPPULA RAVINDER,Independent,370
M GNANA RAJU,Independent,349
KESHAWLU BEJUGUM,Shiv Sena,212
MOHAMMED KHALEED,Anna YSR Congress Party,212
NAROJ KALPANA,Dalita Bahujana Party,211
MUNAGALA SAMBA SIVA PRASAD,Independent,211
BASIREDDY BRAMHANANDA REDDY,Independent,196
MD SALEEM BHAI,Independent,190
JALEEL AHMED,India Praja Bandhu Party,182
M.SHRAVAN BABU,Independent,180
THOUT REDDY SANTHOSH REDDY,Independent,173
SRINIVAS REDDY SANKEPALLY,Independent,164
S. SHIVA RAM PRASAD,Independent,154
M.S. NAGARAJU,Ambedkar National Congress,151
SHIVA ONGURU,Samajwadi Party,133
C.SATISH,Independent,97
MD. ARIF,Telangana Prajala Party,95
DANDUGULA SRINIVAS,Independent,76
None of the Above,None of the Above,3637
