DANAM NAGENDER,Telangana Rashtra Samithi,63068
CHINTALA RAMA CHANDRA REDDY,Bharatiya Janata Party,34666
DASOJU SRAVAN KUMAR,Indian National Congress,33549
GOVERDHAN REDDY MANNE,Bahujan Samaj Party,4287
BANDELA KRANTHI KUMAR,Samajwadi Forward Bloc,1152
MOHD MAJID,Aam Aadmi Party,459
SHABAD RAMESH,Independent,384
E HEMALATHA,SOCIALIST UNITY CENTRE OF INDIA (COMMUNIST),354
K. YADAGIRI,Bahujana Left Party,226
VAIDYA PRAVEEN KUMAR,Nationalist Congress Party,180
DR. MOHD. SHAFI UR RAHMAN,Samajwadi Party,164
SYED HABEEB PASHA QUADRI,Loktantrik Sarvjan Samaj Party,157
MOHAMMED AYUB,Akhil Bharatiya Muslim League (Secular),120
SYED MUJEEB RAOOF,Majlis Markaz-e-Siyasee Party,119
KUTHATI VIJAYA,Independent,114
R.S. RANJEET KUMAR,Independent,110
P. DANA LAXMI,Jatiya Mahila Party,99
SYED AKTHER HUSSAIN,Independent,98
K. NARESH KUMAR,Independent,86
K. NAVEEN KUMAR,Independent,77
P. JANAKI,Ambedkar National Congress,75
MIDDE KRISHNA,Independent,74
MOHD LATEEFUDDIN,Independent,73
PAUL SATYANADHAN DAVID,Bahujana Rashtra Samithi,67
GOWLIKAR AMRITH RAJ,New India Party,66
M.A. AMJAD,Samaikyandhra Parirakshana Samithi,59
GAJJELA RAMESH KUMAR,Independent,52
M.D. MOIZ ALI,Independent,50
P. GOVIND RAJ,Independent,49
MOHAMMED KHAJA,Independent,42
M. KALYANA RAMA KRISHNA,Nava Bharat National Party,40
MOHAMMED AZIZUDDIN AHMED,Independent,34
None of the Above,None of the Above,1371
