GADARI KISHORE KUMAR,Telangana Rashtra Samithi,90857
ADDANKI DAYAKAR,Indian National Congress,89010
BADE ANIL,Samajwadi Forward Bloc,3729
RAMACHANDRAIAH KADIYAM,Bharatiya Janata Party,3222
RAVI VADDEPALLY,Independent,2806
REDDIMALLA SUJANA,Independent,1593
VATAM BALARAJU,Independent,1483
DR. MANDULA SRAVAN KUMAR,Bahujan Samaj Party,1308
NAGESH PALVAI,Bahujana Left Party,1262
YERRA YADAGIRI,Prajaa Swaraaj Party,974
POLUPONGU SHILPA,Independent,942
EDULA RAMANJANEYULU,Independent,293
CHERUKU VIJAY KUMAR,Independent,243
KOTHI INDIRA,Telangana Communist Party of India,224
PALVAI PADMA,Social Justice Party of India,195
KONGARI MALLAIAH,Independent,147
DASARI RAMBABU,Aam Aadmi Party,142
None of the Above,None of the Above,1392
