JORARAM KUMAWAT,Bharatiya Janata Party,96617
RANJU RAMAWAT,Indian National Congress,63685
NONJI,Independent,2766
SURENDRA PARMAR,Bahujan Samaj Party,2178
BHANWAR SINGH JODHA,Independent,1797
HEMRAJ MALI,Janata Dal  (United),1319
SOHAN SINGH,Independent,1004
SANTOSH,Shiv Sena,722
SOHANSINGH,Proutist Sarva Samaj,493
TEJ SINGH,Rashtriya Samaj Paksha,473
JABBAR SINGH,Aam Aadmi Party,469
VIKRAM,All India Hindustan Congress Party,449
RUPESH KUMAR,Bahujan Mukti Party,308
SHANKARSINGH,Bharat Vahini Party,276
IMRAN,Dalit Kranti Dal,225
KISHOR KUMAR,Naya Bharat Party,189
KAPURA RAM,Bharatiya Yuva Shakti,166
GANPATSINGH RAJPUROHIT,AARAKSHAN VIRODHI PARTY,104
None of the Above,None of the Above,613
