KALPANA DEVI,Bharatiya Janata Party,104912
GULANAJ GUDDU,Indian National Congress,83256
AMPI CHATTER,Aam Aadmi Party,3451
RAJA RAM MEGHWAL,Bahujan Samaj Party,1167
MUKUT BIHARI MEENA,Independent,1149
DAMYANTI GOCHER,Independent,447
JASWANT SUMAN,Rashtriya Loktantrik Party,391
DAMODAR PRASAD,Shiv Sena,325
RAJESH GURJAR (BOAD),Bharatiya Yuva Shakti,295
CHIRONJI LAL SAMARIYA,Bharatiya Republican Paksha,225
AVADESH YADAV,Naya Bharat Party,175
None of the Above,None of the Above,2919
