GAJRAJ KHATANA,Indian National Congress,56433
RAM KISHOR SAINI,Bharatiya Janata Party,51669
BHAGCHAND SAINI,Bahujan Samaj Party,44992
VED PRAKASH SHARMA,Independent,810
SHAILAJA SIKARWAR,Independent,760
SURESH KUMAR ASHIWAL,Independent,759
KAILASH SHARMA SOMADA,Hindustan Janta Party,614
RAMPHOOL MEENA,Independent,581
DHARAMRAM SAINI,Bharatiya Yuva Shakti,564
SHRI CHAND,Republican Party of India (A),347
HARINARAYAN BANSHIWAL,Aam Aadmi Party,271
MANEESH JOSHI,Independent,204
RAMKARAN SAINI,Independent,170
JAGDISH,Independent,152
DAULAT RAM,Bharat Vahini Party,148
MAHAVEER PRASAD SAIN,Independent,108
None of the Above,None of the Above,1021
