GOPAL LAL SHARMA,Bharatiya Janata Party,68481
VIVEK DHAKAR,Indian National Congress,58148
GOPAL MALVIYA,Independent,42163
PYARALAL REGAR,Bahujan Samaj Party,2062
SUNILA KUMAR,Independent,1647
BRIJRAJ KRISHNA UPADHYAY,Independent,1567
KAILASH SODANI,Aam Aadmi Party,1566
LAXMINARAYAN SUWALKA,Independent,1494
JAMEEL KHAN,Independent,1313
MANGILAL BHIL,Independent,1115
KALYAN MAL SEN,Independent,722
JAILAL REBARI,Independent,618
RAMSAHAY GURJAR,Bharatiya Yuva Shakti,579
None of the Above,None of the Above,3459
