MANOHAR REDDY DASARI,Telangana Rashtra Samithi,82765
CHINTHAKUNTA VIJAYA RAMANA RAO,Indian National Congress,74299
GUJJULA RAMAKRISHNA REDDY,Bharatiya Janata Party,9375
REDDY VENUGOPAL,Samajwadi Forward Bloc,8499
PONNALA SATHISH,Telangana Karmika Raithu Rajyam Party,2085
RAVADI  KANTHA RAO,Independent,1600
MANDALA KRISHNA REDDY,Independent,1038
MAMIDIPELLI BAPAIAH,Bahujan Samaj Party,876
DURGAM RAJKUMAR,Independent,870
SHAIK ABDUL BARI,Independent,709
BABAR MOHAMMED,Nationalist Congress Party,648
NAMPELLI SWAMY,Independent,623
RAJU BOMMANAVENI,All India Forward Bloc,406
THIRUPATHI MARAM,Samajwadi Party,283
NIMMALA ASHOK,India Praja Bandhu Party,277
SAMMAIAH GUNTIPALLI,Bahujana Left Party,265
AKULA SWAMY,Telangana Prajala Party,247
None of the Above,None of the Above,1853
