BHANWAR SINGH BHATI,Indian National Congress,89505
POONAM KANWAR BHATI,Bharatiya Janata Party,78489
DR. SURESH KUMAR BISHNOI,Rashtriya Loktantrik Party,2915
HANUTARAM MEGHWAL,Independent,1977
RUGHANATH RAM,Bahujan Samaj Party,1350
BHARTA RAM,Independent,361
OM PRAKASH BISHNOI,Naya Bharat Party,223
BHANWAR SINGH S/O SADUL SINGH,Independent,174
BHANWAR SINGH S/O NARAYAN SINGH,Independent,174
PUNAM CHAND,Aam Aadmi Party,168
LIKHAMARAM,Bahujan Mukti Party,148
ARJUN SINGH,Independent,145
NARSINGH,Dalit Kranti Dal,92
None of the Above,None of the Above,3332
