VIRENDRA SINGH,Indian National Congress,64931
HARISH CHAND KUMAWAT,Bharatiya Janata Party,64011
AMRARAM,Communist Party of India  (Marxist),45186
KALU RAM,Bahujan Samaj Party,3661
VIJENDRA,Independent,2782
HANUMAN SINGH,Independent,1750
PRAHLAD BARWAR,Ambedkarite Party of India,1625
RAM SINGH,Independent,1414
MUKESH KUMAR,Rashtriya Loktantrik Party,397
SANWARMAL,Independent,383
BANSHILAL KATARIA,Independent,301
ASHOK KUMAR VERMA,Independent,265
MAHAVIR PRASAD KUMAWAT,Bharat Vahini Party,246
KAMAL KISHOR,Independent,239
RAMCHANDRA,Indian Peoples Green Party,175
RAMESHWAR LAL,Abhinav Rajasthan Party,147
None of the Above,None of the Above,1188
