KANHIYA LAL,Bharatiya Janata Party,93237
RANVEER PHALWAN,Rashtriya Lok Dal,63451
NARENDRA SINGH AAMLI,Bahujan Samaj Party,9836
JEETRAM,Independent,2722
RADHEYSHYAM VAISHNAV,Shiv Sena,1309
KALYAN SINGH KURTHAL,Jago Party,1260
SHASHIPAL JHAROTIYA,Ambedkarite Party of India,888
PANKAJ DADHEECH,Independent,832
SOURABH DIXIT,Janata Dal  (Secular),770
PRAHLAD GUJAR,Bharatiya Yuva Shakti,678
DR. RAM NARESH SANADHYA,Independent,509
GIRIRAJ SINGH KHANGAROT,Aam Aadmi Party,481
POOJA JANGID,Indian Peoples Green Party,465
DR. SHIVDUTT SHARMA,Bharat Vahini Party,410
DURGA LAL,Indian New Congress Party,321
None of the Above,None of the Above,1801
