EATALA RAJENDAR,Telangana Rashtra Samithi,104840
KAUSHIK  REDDY PADI,Indian National Congress,61121
BARIGE GATTAIAH YADAV,Independent,2660
RAGHU PUPPALA,Bharatiya Janata Party,1683
CHINTHA ANIL KUMAR,Pyramid Party of India,1090
MAREPELLI MOGILAIAH,Bahujan Samaj Party,1024
LINGAMPALLI SRINIVAS REDDY,Marxist Communist Party of India (United),417
KATANGURI BUCHI REDDY,All India Forward Bloc,385
KOURU LINGA REDDY,Bahujana Left Party,338
PURELLA SRAVAN KUMAR,Akhil Bharatiya Jan Sangh,250
None of the Above,None of the Above,2867
