CHALLA. DHARMA REDDY,Telangana Rashtra Samithi,105903
KONDA SURAKHA,Indian National Congress,59384
U. SRINIVAS,Independent,3996
DR. PESARU VIJAYA CHANDER REDDY,Bharatiya Janata Party,2483
G. SAMBAIAH,Independent,942
SHANIGARAPU. RAJU,Bahujan Samaj Party,806
ABBADI BUCHIREDDY,Independent,552
CHAPARTHI KUMARASWAMY,Independent,313
ELAMADRI RAVI,Republican Party of India (A),269
ADEPU RAMESH,Independent,205
KUMARASWAMY GONE,Bahujana Left Party,168
DARAM YUVARAJU,Samajwadi Party,163
PUNNAM BHAGYASRI,Indian New Congress Party,127
VENU ESAMPELLY,All India Forward Bloc,116
GUNDA. RAMU,Shiv Sena,87
None of the Above,None of the Above,2064
