SUKHRAM VISHNOI,Indian National Congress,84689
DANA RAM CHOUDHARY,Bharatiya Janata Party,58771
JIVARAM CHOUDHARY,Independent,49693
RAMESH KUMAR,Bahujan Samaj Party,22496
AMBARAM,Bahujan Mukti Party,1862
MASARARAM,Independent,1703
SHANKAR LAL DARJI,Independent,1617
DINESH SINGH,Independent,1217
SAWAI SINGH,Aam Aadmi Party,706
BHARAT KUMAR,Shiv Sena,575
GAJENDRA SINGH,Bharat Vahini Party,457
PURARAM SUTHAR,Rashtriya Sarvjan Vikas Party,373
DR. BUDHARAM VISHNOI,Abhinav Rajasthan Party,372
None of the Above,None of the Above,3209
