SANDEEP SHARMA,Bharatiya Janata Party,82739
RAKHI GAUTAM,Indian National Congress,75205
MANMOHAN JOSHI,Independent,2180
RAVINDRA SINGH (SINTU BANA),Bharatiya Yuva Shakti,1960
KUNJ BIHARI SINGHAL (K.B.),Aam Aadmi Party,1639
NAVED AKHTAR,SOCIAL DEMOCRATIC PARTY OF INDIA,983
RAM CHARAN,Bahujan Samaj Party,718
YUGAL KISHOR,Independent,683
NAYAN KALRA,Bharatiya Rashtravadi Samanta Party,439
MANISH SHARMA,Bharat Vahini Party,400
ACHARYA DHANRAJ SHARMA,Independent,347
TEJPAL,Independent,309
SHARAD KUMAR DIXIT,Independent,254
ASHUTOSH SHARMA,Independent,142
RAMESH SINGH TANWAR,Naya Bharat Party,129
RAJAN RAJGURU,Abhinav Rajasthan Party,123
ANIL KUMAR GUPTA,Independent,94
ABDUL AZIZ PATHAN,Independent,81
None of the Above,None of the Above,1915
