NADIPELLI DIWAKAR RAO,Telangana Rashtra Samithi,75360
KOKKIRALA PREMSAGAR RAO,Indian National Congress,70512
RAGHUNATH VERABELLI,Bharatiya Janata Party,5018
ARE SRINIVAS,Bahujana Left Party,2190
BERA SATHYANARAYANA,Bahujan Samaj Party,2174
NAHEEMPASHA,Independent,2123
CHALLAGULLA VIJAYASREE,Independent,1672
DOMMATI RAVI KUMAR,Independent,1638
CHEERLA SATYAM,Independent,1065
PAYYAVULA LAXMINARAYANA,Independent,717
AGGI BHEEMAIAH,Pyramid Party of India,560
RANGU MALLESHAM,Independent,468
AJMEERA LAL,Independent,343
RASAMALLA KUMAR,Independent,250
ALPULA BHARATHI,India Praja Bandhu Party,241
KUAKATLA THIRUPATHI YADAV,Shiv Sena,229
SYED AFRATH AHMED,Aam Aadmi Party,201
KAMERA KRANTHI KUMAR,Republican Party of India (Khobragade),158
TOGARI BANESH,New India Party,149
MEDI NARSAIAH,Telangana Pragati Samithi,141
MENGANI VENKATASWAMY,Independent,121
None of the Above,None of the Above,1394
