ROOPA RAM,Bharatiya Janata Party,87201
JAKIR HUSSAIN GESAWAT,Indian National Congress,85713
GANGARAM,Independent,2588
NARAYAN RAM,Communist Party of India  (Marxist),2126
ABDUL AZIZ,Bahujan Samaj Party,1183
SAROJ KANWAR,Independent,1177
MANNWAR ALI,Independent,1108
PRADEEP KUMAR,Shiv Sena,1023
SHAKTI DAN SINGH,Independent,754
DEEPARAM,Independent,477
LAXMAN RAM,Abhinav Rajasthan Party,467
SAYIDA NAZNEEN,Aam Aadmi Party,202
JAGDISH SINGH,Independent,194
JAGDEESH PRASHAD,Independent,164
None of the Above,None of the Above,1550
