MAHENDRA CHOUDHARY,Indian National Congress,72168
VIJAY SINGH,Bharatiya Janata Party,69912
SHIMBHUDAYAL,Independent,12218
KANARAM,Communist Party of India  (Marxist),6717
GOVIND RAM,Independent,5424
PRAMOD KUMAR,Bahujan Samaj Party,3029
HEM RAJ,Aam Aadmi Party,1233
GOPAL,Independent,896
ANITA,Bharatiya Yuva Shakti,728
KAILASH CHANDRA VERMA,Independent,645
PURNMAL,Bahujan Sangharshh Dal,530
BHANWAR LAL BABEL,Bharat Vahini Party,203
None of the Above,None of the Above,2077
