DR. MAHESH JOSHI,Indian National Congress,85474
SURENDRA PAREEK,Bharatiya Janata Party,76192
VIMAL AGRAWAL,Bharat Vahini Party,1437
YAKUB KHAN,Independent,1348
SAHIDA TARIK,Bahujan Samaj Party,898
RAFIK,Independent,743
PURUSHOTTAM SHARMA,Independent,390
ASHA DEVI SHARMA,Bharatiya Jan Kranti Dal (Democratic),381
SIRAJUDDIN,Independent,347
KAYUM IBRAHIM ABBAS,Aam Aadmi Party,341
MEERA DEVI,Independent,248
BAHADUR KHAN,All India Hindustan Congress Party,209
VINOD,Independent,174
KAPIL KAUSHIK,Jago Party,144
GIRRAJ GUJAR,Independent,141
NOUSHAD,Independent,137
SMT. KAMLESH SHARMA,Nationalist People's Front,113
MOHAMMED PARAWEZ,Janata Dal  (Secular),84
GIRISH SHARMA,Bharatiya Yuva Shakti,69
None of the Above,None of the Above,796
