LAXMAN MEENA,Independent,79878
KANHAIYALAL,Bharatiya Janata Party,37114
ANJU DEVI DHANKA,Independent,25207
DAULAT SINGH MEENA,Indian National Congress,15626
AVANTI MEENA,Independent,2197
RAKESH KUMAR,Bahujan Samaj Party,1994
RAMSWAROOP MEENA,Independent,1310
RAJENDRA KUMAR MEENA,Rashtriya Loktantrik Party,902
LADU RAM HOTALA,Independent,810
DHAN SINGH,Jan Adhikar Party,682
SANGRAM SINGH BHEEL,Bharatiya Rashtravadi Samanta Party,447
PREM DEVI,Ambedkarite Party of India,380
SHEELA MEENA,Bharat Vahini Party,314
RAJESH KUMAR MEENA,Nationalist People's Front,197
RAMPRAKASH MEENA,Aam Aadmi Party,142
None of the Above,None of the Above,1558
