HANUMANTH RAO MYNAMPALLY,Telangana Rashtra Samithi,114149
RAMCHANDER RAO NARAPARAJU,Bharatiya Janata Party,40451
KAPILAVAI DILEEP KUMAR,Telangana Jana Samithi,34219
M.D. RAJENDRA KUMAR,Samajwadi Forward Bloc,4651
AJAY KUMAR PEDDY,Telangana Karmika Raithu Rajyam Party,1724
JAMPALA MANIKYAM,Bahujan Samaj Party,1654
GOPU RAMANA REDDY,Independent,884
C.L.YADAGIRI,Independent,694
NISSIONKARA SRAVANI,Prajaa Swaraaj Party,533
JAJULA BHASKAR,Shramajeevi Party,513
RATHOD DILIP KUMAR,Ambedkar National Congress,507
KAMALA AYILAIAH,Bahujana Left Party,443
R ANIL KUMAR,Independent,427
KING WILLIAM,All India Forward Bloc,423
K KUSUMA KUMAR REDDY,Independent,358
MEKALA NATHANIAL,Jana Vaahini Party,285
BOBBILI PAVANI REDDY,Independent,269
S.B.PRAVEEN,Independent,258
R VISHNU VARDHAN,Aam Aadmi Party,237
MAMIDIGALLA JOHN BABU,Independent,226
R SUJATHA,Independent,217
THANGELLAPALLI SHYAM SUNDER,Telangana Prajala Party,215
P MAHESH,Telangana Communist Party of India,209
S MADHU MOHAN,Independent,201
B  RAVI KANTH,Independent,188
PEDDI SRINIVAS,Shiv Sena,186
MADDELA BEEM RAJ,Independent,171
LOGGARI RAMESH,Bahujana Rashtra Samithi,170
PAREEDULA SREENIVAS,Jai Swaraj Party,152
NAGARAJ GOTTIMUKKALA,Jai Maha Bharath Party,147
RAHUL PANDIT,Swarna Bharat Party,140
DURGA PRASAD MOKADDAM,Republican Party of India,140
VED VRATH,Independent,137
DR. S L NARAYANA,Independent,136
DEEPAK SAKAT WALA,Independent,134
T LAXMI KANTH REDDY,Independent,133
VELADI PREM PRAKASH,Pyramid Party of India,119
VIVEKANAND ELUGURI,Jai Bharath Jena Sena Party,102
K V SATISH KUMAR,Independent,100
A RAMBABU,Independent,87
S GANESH,Independent,76
GANDI NAGESH GOUD,Independent,43
None of the Above,None of the Above,3391
